total_packets,successful_packets,failed_packets,total_latency_ms,total_hops,total_throughput_kbps,qos_met_packets,routing_overhead,avg_latency_ms,avg_hops,pdr,packet_loss_rate,avg_throughput_kbps,qos_satisfaction,traffic_load
10,9,1,361.58031318831456,52,590639.3310368619,7,67,40.175590354257174,5.777777777777778,0.9,0.09999999999999998,65626.5923374291,0.7,10
50,42,8,2441.8655499334914,357,3073044.450254778,36,477,58.13965595079741,8.5,0.84,0.16000000000000003,73167.72500606615,0.72,50
100,89,11,5403.263073296536,802,4339112.750553039,76,967,60.71082104827569,9.01123595505618,0.89,0.10999999999999999,48754.07584891055,0.76,100
200,176,24,10193.998198349856,1517,6726092.727811356,136,1877,57.920444308806005,8.619318181818182,0.88,0.12,38216.435953473614,0.68,200
